lcia,value,lcia_unit,year,method,location,process,unit of functional demand,functional unit,run_location
"Land occupation, biodiversity",0.044761322,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
"Land transformation, biodiversity",0.000285641,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Marine eutrophication,0.000146441,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Mineral resources use,0.027505118,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Ozone layer depletion,3.72E-08,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Particulate matter formation,0.001144182,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Photochemical ozone formation,0.003965475,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Resources services deficit (beta),0.000174878,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Terrestrial acidification,0.013507173,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Water scarcity,0.540942509,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite Roasting,kilogram,1,EE
Acidification Potential (Ap) No Lt,0.176861994,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Global Warming Potential (Gwp100) No Lt,70.65666475,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Ecotoxicity: Freshwater No Lt,912.796241,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Eutrophication Potential No Lt,7.905031349,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Human Toxicity: Carcinogenic No Lt,7.35E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Human Toxicity: Non-Carcinogenic No Lt,0.000173623,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Ozone Depletion Potential (Odp) No Lt,1.71E-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp) No Lt,0.027403747,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Maximum Incremental Reactivity (Mir) No Lt,2.196605832,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Acidification Potential (Ap),0.180396968,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Global Warming Potential (Gwp100),70.68633819,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Ecotoxicity: Freshwater,2125.749636,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Eutrophication Potential,8.113500659,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Human Toxicity: Carcinogenic,3.09E-05,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Human Toxicity: Non-Carcinogenic,0.000186092,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Ozone Depletion Potential (Odp),1.71E-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp),0.029659785,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Maximum Incremental Reactivity (Mir),2.316171869,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Monazite SX,kilogram,1,EE
Terrestrial Acidification Potential (Tap),0.14374749,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Global Warming Potential (Gwp1000),73.73089438,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Freshwater Ecotoxicity Potential (Fetp),6.099981593,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Marine Ecotoxicity Potential (Metp),8.715714882,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Terrestrial Ecotoxicity Potential (Tetp),1198.327588,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Fossil Fuel Potential (Ffp),11.58496601,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Freshwater Eutrophication Potential (Fep),0.388233955,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Marine Eutrophication Potential (Mep),0.863634708,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Human Toxicity Potential (Htpc),21.89374885,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Human Toxicity Potential (Htpnc),283.9461696,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Ionising Radiation Potential (Irp),2.348639609,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Agricultural Land Occupation (Lop),1.048833711,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Surplus Ore Potential (Sop),2.814252851,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Ozone Depletion Potential (Odpinfinite),0.000101452,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp),0.057157392,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Photochemical Oxidant Formation Potential: Humans (Hofp),0.088955527,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.093180389,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Water Consumption Potential (Wcp),0.468610653,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,EE,Monazite SX,kilogram,1,EE
Adaptation to resources services loss (beta),117.0743248,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Climate change, long term, CO2 uptake",-1.354262573,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Climate change, long term, biogenic",17.82731986,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Climate change, long term, fossil",46.95079641,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Climate change, long term, land transformation",0.054393363,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Climate change, short term, CO2 uptake",-1.354262573,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Climate change, short term, biogenic",20.54655658,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Climate change, short term, fossil",50.87862443,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Climate change, short term, land transformation",0.054405976,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Fossil and nuclear energy use,578.6025405,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Freshwater acidification,0.136132754,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Freshwater ecotoxicity,308421.1989,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Freshwater eutrophication,2.114317839,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Human toxicity cancer,7.88E-07,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Human toxicity non-cancer,3.09E-05,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Ionizing radiations,312.542223,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Land occupation, biodiversity",1.895978696,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
"Land transformation, biodiversity",0.012527208,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Marine eutrophication,0.854289992,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Mineral resources use,2.666309863,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Ozone layer depletion,1.95E-06,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Particulate matter formation,0.031553853,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Photochemical ozone formation,0.088800187,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Resources services deficit (beta),0.012066223,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Terrestrial acidification,0.151668282,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Water scarcity,-4422.220023,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Monazite SX,kilogram,1,EE
Acidification Potential (Ap) No Lt,0.020152406,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Global Warming Potential (Gwp100) No Lt,5.628816343,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Ecotoxicity: Freshwater No Lt,3.363500863,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Eutrophication Potential No Lt,0.003367925,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Human Toxicity: Carcinogenic No Lt,1.96E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Human Toxicity: Non-Carcinogenic No Lt,5.19E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Ozone Depletion Potential (Odp) No Lt,3.58E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp) No Lt,0.002428992,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Maximum Incremental Reactivity (Mir) No Lt,0.205471236,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Acidification Potential (Ap),0.02028763,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Global Warming Potential (Gwp100),5.629985656,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Ecotoxicity: Freshwater,97.77424189,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Eutrophication Potential,0.02193691,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Human Toxicity: Carcinogenic,1.21E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Human Toxicity: Non-Carcinogenic,1.79E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Ozone Depletion Potential (Odp),3.58E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp),0.002454478,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Maximum Incremental Reactivity (Mir),0.210185607,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Metallothermic Reduction,kilogram,1,EE
Terrestrial Acidification Potential (Tap),0.016792271,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Global Warming Potential (Gwp1000),5.815935128,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Freshwater Ecotoxicity Potential (Fetp),0.279203899,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Marine Ecotoxicity Potential (Metp),0.381177636,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Terrestrial Ecotoxicity Potential (Tetp),42.62714806,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Fossil Fuel Potential (Ffp),1.108167574,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Freshwater Eutrophication Potential (Fep),0.00219908,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Marine Eutrophication Potential (Mep),0.000271015,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Human Toxicity Potential (Htpc),0.85797708,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Human Toxicity Potential (Htpnc),6.804092642,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Ionising Radiation Potential (Irp),0.552149353,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Agricultural Land Occupation (Lop),0.113313315,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Surplus Ore Potential (Sop),0.479659753,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Ozone Depletion Potential (Odpinfinite),9.88E-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp),0.005877098,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Photochemical Oxidant Formation Potential: Humans (Hofp),0.008573335,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.008855363,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Water Consumption Potential (Wcp),0.059082301,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,EE,Metallothermic Reduction,kilogram,1,EE
Adaptation to resources services loss (beta),8.355493795,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Climate change, long term, CO2 uptake",-0.32888501,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Climate change, long term, biogenic",0.342450063,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Climate change, long term, fossil",4.984983795,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Climate change, long term, land transformation",0.006895896,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Climate change, short term, CO2 uptake",-0.32888501,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Climate change, short term, biogenic",0.352607528,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Climate change, short term, fossil",5.331510003,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Climate change, short term, land transformation",0.006897235,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Fossil and nuclear energy use,61.29264651,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Freshwater acidification,0.015307752,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Freshwater ecotoxicity,1337.782732,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Freshwater eutrophication,0.000284169,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Human toxicity cancer,1.58E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Human toxicity non-cancer,4.30E-07,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Ionizing radiations,69.32721509,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Land occupation, biodiversity",0.190396869,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
"Land transformation, biodiversity",0.000916256,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Marine eutrophication,0.000466196,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Mineral resources use,0.095572225,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Ozone layer depletion,3.69E-08,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Particulate matter formation,0.003630381,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Photochemical ozone formation,0.008525058,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Resources services deficit (beta),0.000357654,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Terrestrial acidification,0.017119935,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Water scarcity,2.553153502,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Metallothermic Reduction,kilogram,1,EE
Acidification Potential (Ap) No Lt,0.068786609,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Global Warming Potential (Gwp100) No Lt,10.56332625,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Ecotoxicity: Freshwater No Lt,3.774539243,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Eutrophication Potential No Lt,0.009799026,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Human Toxicity: Carcinogenic No Lt,5.25E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Human Toxicity: Non-Carcinogenic No Lt,9.75E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Ozone Depletion Potential (Odp) No Lt,4.26E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp) No Lt,0.007503345,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Maximum Incremental Reactivity (Mir) No Lt,0.360320413,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Acidification Potential (Ap),0.068823565,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Global Warming Potential (Gwp100),10.8466468,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Ecotoxicity: Freshwater,113.1309823,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Eutrophication Potential,0.092420499,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Human Toxicity: Carcinogenic,1.47E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Human Toxicity: Non-Carcinogenic,3.73E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Ozone Depletion Potential (Odp),4.26E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp),0.007524933,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Maximum Incremental Reactivity (Mir),0.361614287,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,EE,Molten Salt Electrolysis,kilogram,1,EE
Terrestrial Acidification Potential (Tap),0.062121103,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Global Warming Potential (Gwp1000),11.00286485,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Freshwater Ecotoxicity Potential (Fetp),0.370175968,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Marine Ecotoxicity Potential (Metp),0.519354231,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Terrestrial Ecotoxicity Potential (Tetp),37.98513028,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Fossil Fuel Potential (Ffp),2.170956148,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Freshwater Eutrophication Potential (Fep),0.011548558,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Marine Eutrophication Potential (Mep),0.000745605,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Human Toxicity Potential (Htpc),1.035806244,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Human Toxicity Potential (Htpnc),14.68590596,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Ionising Radiation Potential (Irp),1.082489861,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Agricultural Land Occupation (Lop),0.069411023,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Surplus Ore Potential (Sop),0.033162719,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Ozone Depletion Potential (Odpinfinite),1.04E-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Particulate Matter Formation Potential (Pmfp),0.021615831,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Photochemical Oxidant Formation Potential: Humans (Hofp),0.01459168,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.014861136,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Water Consumption Potential (Wcp),0.060617464,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,EE,Molten Salt Electrolysis,kilogram,1,EE
Adaptation to resources services loss (beta),12.98725755,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Molten Salt Electrolysis,kilogram,1,EE
"Climate change, long term, CO2 uptake",-0.317508337,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Molten Salt Electrolysis,kilogram,1,EE
"Climate change, long term, biogenic",0.329948378,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Molten Salt Electrolysis,kilogram,1,EE
"Climate change, long term, fossil",10.6630359,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,EE,Molten Salt Electrolysis,kilogram,1,EE
